emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,initial_listing_status,disbursement_method,id
receptionist ,0,CA,RENT,37000,Verified,19.1,NA,,NA,0,NA,2006,1,19,5,28345,23493,0,0,NA,0,0,1,2,11,5,0,0,2,5300,8,4,3,0,100,0,0,credit_card,individual,22300,60,21.85,whole,Cash,5425
driver,10,VA,MORTGAGE,70000,Verified,24.65,127200,Source Verified,31.12,0,40,2005,1,23,10,404759,59164,0,0,53,0,0,3,5,6,10,0,0,1,5700,12,6,2,2,90.9,0,0,debt_consolidation,joint,12000,60,19.42,whole,Cash,5426
director of housekeeping ,8,NV,MORTGAGE,105000,Verified,12.14,148000,Verified,13.36,0,NA,2006,2,14,9,318174,44812,0,0,NA,0,0,3,6,10,9,0,0,4,18700,5,5,5,1,100,0,0,debt_consolidation,joint,30000,60,16.01,whole,Cash,5427
heavy loader operator,10,TX,MORTGAGE,65000,Source Verified,21.69,100000,Source Verified,14.63,0,NA,2000,0,31,10,138298,37567,0,0,NA,0,54,4,5,19,10,0,0,3,11200,7,4,3,2,100,0,0,debt_consolidation,joint,15000,60,15.04,whole,Cash,5428
driver,10,IL,RENT,33000,Not Verified,19.24,NA,,NA,0,NA,1990,0,9,4,21800,20645,0,0,NA,0,0,1,1,NA,4,0,0,3,20300,7,3,3,0,100,0,0,other,individual,2500,36,19.03,whole,Cash,5429
private health aid,2,NJ,RENT,44200,Not Verified,5.1,NA,,NA,0,NA,2008,0,9,7,20400,4428,0,0,NA,0,0,0,2,20,7,0,0,3,15100,8,7,5,0,100,0,0,credit_card,individual,4000,36,5.32,whole,DirectPay,5430
ssgt / e-5,10,AZ,RENT,55944,Source Verified,27.95,NA,,NA,0,51,2005,3,37,16,51319,31893,0,0,51,0,0,5,15,1,16,0,0,5,4000,14,11,7,0,97.2,0,0,debt_consolidation,individual,8000,36,16.01,fractional,Cash,5431
,NA,PA,RENT,38000,Verified,11.28,NA,,NA,0,NA,2009,0,7,6,18414,10959,0,0,NA,0,0,1,6,20,6,0,0,2,2000,5,5,4,0,100,0,0,debt_consolidation,individual,3000,36,13.59,whole,Cash,5432
manager ,10,TX,MORTGAGE,192000,Not Verified,11.11,NA,,NA,0,30,1993,2,27,16,363751,88777,0,0,61,0,0,3,8,3,16,0,0,3,23100,17,12,5,2,81.5,0,0,other,individual,24000,36,6.72,whole,Cash,5433
solution engineer,0,CA,MORTGAGE,160000,Source Verified,9.42,NA,,NA,0,31,2006,1,22,10,57440,28212,0,1,NA,0,0,0,9,12,10,0,0,5,18100,16,9,7,1,90.9,0,1,debt_consolidation,individual,32000,36,12.61,whole,DirectPay,5434
communications director,10,CO,MORTGAGE,130000,Source Verified,10.01,NA,,NA,1,9,2002,2,26,7,539185,49956,0,0,NA,0,0,1,7,10,7,0,0,1,10000,11,4,2,9,84.6,0,0,medical,individual,1200,36,15.04,fractional,Cash,5435
soldier,10,SC,MORTGAGE,78762,Source Verified,12.28,NA,,NA,0,NA,2005,0,10,4,213771,47674,0,0,NA,0,0,1,3,15,4,0,0,1,5900,5,2,1,2,100,0,0,debt_consolidation,individual,16000,60,11.99,whole,Cash,5436
,NA,SC,MORTGAGE,21000,Verified,27.94,NA,,NA,0,NA,2003,1,11,7,47331,27269,0,0,NA,0,56,1,6,3,7,0,0,2,8000,9,6,5,0,100,0,0,debt_consolidation,individual,7500,36,12.61,whole,DirectPay,5437
vice president,7,TN,MORTGAGE,67000,Not Verified,37.5,NA,,NA,0,NA,2001,0,19,8,325986,130650,0,0,NA,0,0,2,1,NA,8,0,0,2,20000,9,4,3,1,100,0,0,debt_consolidation,individual,7500,36,16.02,fractional,Cash,5438
customer success manager,8,CO,MORTGAGE,75000,Not Verified,13.58,NA,,NA,0,NA,2007,3,37,22,374459,31849,0,0,NA,0,0,1,3,4,22,0,0,4,74900,29,20,6,3,100,0,0,credit_card,individual,5000,36,6.08,whole,Cash,5439
marketing ,1,FL,MORTGAGE,68000,Source Verified,10.68,NA,,NA,1,14,2006,1,12,8,165376,26005,0,0,NA,0,0,1,4,8,8,0,0,3,18500,9,6,5,2,83.3,0,0,debt_consolidation,individual,11000,36,7.96,whole,Cash,5440
registered nurse,9,CA,RENT,130000,Not Verified,12.83,NA,,NA,0,38,1998,2,41,16,56855,33267,0,0,NA,0,0,2,6,3,16,0,0,7,16600,27,14,13,0,94.9,0,0,credit_card,individual,10000,36,15.05,fractional,Cash,5441
,NA,FL,MORTGAGE,37000,Source Verified,21.23,NA,,NA,1,23,1984,2,19,8,88000,12782,0,0,23,0,1430,1,0,7,8,0,0,4,10400,14,6,5,2,68.4,0,0,debt_consolidation,individual,10000,36,11.99,whole,Cash,5442
driver,10,FL,MORTGAGE,70000,Not Verified,8.52,NA,,NA,0,NA,2006,3,19,10,130596,16337,0,0,NA,0,4419,1,7,11,10,0,0,2,7200,10,8,6,3,100,0,0,debt_consolidation,individual,15000,36,11.98,whole,Cash,5443
certificated payroll professional,8,OH,OWN,50000,Verified,23.33,NA,,NA,0,NA,2002,7,33,22,132090,22526,0,1,NA,0,50,4,8,1,22,0,0,5,16700,25,17,9,2,100,0,1,credit_card,individual,14000,60,19.03,whole,Cash,5444
sonographer,2,MI,RENT,30000,Verified,49.44,85000,Verified,17.8,0,NA,2007,1,22,14,90654,41801,0,0,NA,0,0,7,2,2,14,0,0,6,55100,8,6,6,0,100,0,0,debt_consolidation,joint,10000,36,7.96,whole,Cash,5445
carpenter,10,CA,MORTGAGE,104000,Verified,31.4,158000,Verified,26.38,0,56,2005,0,16,7,297257,284016,0,0,NA,0,0,1,3,NA,7,0,0,3,11400,12,6,6,0,87.5,0,0,debt_consolidation,joint,18000,36,10.9,whole,Cash,5446
bartender,4,NV,OWN,100000,Source Verified,21.42,NA,,NA,1,19,2002,2,21,11,352923,51956,0,1,68,0,0,4,3,8,11,0,0,4,18200,9,6,6,3,83.3,0,1,credit_card,individual,12000,36,10.9,whole,DirectPay,5447
owner,10,TX,MORTGAGE,50000,Not Verified,10.06,NA,,NA,3,13,1995,0,23,10,154807,13525,0,1,39,0,0,0,0,14,10,0,0,7,30000,13,8,7,3,72.7,1,0,credit_card,individual,12000,36,9.43,whole,Cash,5448
plant manager,0,CA,RENT,85000,Not Verified,18.03,NA,,NA,0,NA,2011,0,10,8,49018,28621,0,1,NA,0,0,3,2,NA,8,0,0,4,15700,5,5,4,0,100,0,1,debt_consolidation,individual,23000,36,10.42,whole,Cash,5449
registered nurse,10,CT,MORTGAGE,110000,Not Verified,23.65,NA,,NA,3,7,1995,1,14,9,608023,66627,0,0,17,0,0,2,1,10,9,0,0,2,43700,7,5,4,2,64.3,0,0,debt_consolidation,individual,10000,36,14.08,fractional,Cash,5450
nurse,10,OH,OWN,100000,Verified,7.7,NA,,NA,0,48,2003,2,17,8,31381,11601,0,1,49,0,485,2,6,8,8,0,0,3,10900,11,6,4,1,88.2,0,1,home_improvement,individual,40000,36,9.43,whole,Cash,5451
technician,1,NJ,OWN,63446.53,Verified,7.75,NA,,NA,1,11,2000,4,46,12,371000,16459,0,0,NA,0,0,0,1,4,11,NA,0,9,40500,43,10,5,3,93,0,0,debt_consolidation,individual,26000,60,10.91,whole,Cash,5452
cheese maker,10,WI,MORTGAGE,60000,Not Verified,11.52,NA,,NA,0,45,1994,1,22,11,165569,24797,0,0,NA,0,0,2,5,10,11,0,0,3,17200,6,6,5,3,90.9,0,0,home_improvement,individual,12000,60,15.04,whole,Cash,5453
office assistant,10,TX,MORTGAGE,28000,Not Verified,28.81,NA,,NA,0,NA,1994,3,32,24,82825,25522,0,0,NA,0,0,1,6,0,24,0,0,9,57500,29,23,12,0,100,0,0,credit_card,individual,9000,36,7.97,whole,Cash,5454
,NA,WI,RENT,26000,Verified,21.14,NA,,NA,0,NA,1999,4,14,8,20700,5627,0,0,NA,0,0,3,6,3,8,0,0,1,5300,6,4,1,2,92.9,0,0,other,individual,1500,36,13.59,whole,Cash,5455
,NA,NY,OWN,50000,Not Verified,1.97,NA,,NA,0,51,1996,0,16,6,7800,2244,0,0,57,0,296,0,5,24,6,0,0,3,7500,15,6,3,0,87.5,0,0,credit_card,individual,15000,60,21.45,whole,Cash,5456
editor,2,NY,RENT,60000,Not Verified,3.42,NA,,NA,0,NA,2002,0,10,2,21500,7486,0,0,NA,0,0,0,1,NA,2,0,0,2,21500,5,2,2,0,100,0,0,debt_consolidation,individual,9000,36,5.31,fractional,DirectPay,5457
field service engineer,1,NV,MORTGAGE,80000,Not Verified,8.27,NA,,NA,1,18,2005,2,34,12,277672,22799,0,1,32,0,0,3,3,2,12,0,0,0,16600,15,8,1,1,83.3,0,1,debt_consolidation,individual,40000,36,10.42,whole,Cash,5458
principle business solution architect,10,WI,RENT,130000,Not Verified,8.45,NA,,NA,0,NA,2007,5,26,15,54100,23537,0,0,NA,0,0,2,9,4,15,0,0,3,16100,13,12,5,0,100,0,0,house,individual,18000,60,20,whole,Cash,5459
accounting manager,10,TX,MORTGAGE,60000,Verified,55.25,134000,Verified,28.8,0,64,1998,1,47,20,321514,96829,0,0,NA,0,0,10,5,7,20,0,0,2,25500,25,9,3,2,97.8,0,0,debt_consolidation,joint,14400,36,6.72,fractional,Cash,5460
regulatory/safety & pharmaco vigilance a,2,MD,RENT,57000,Not Verified,15.54,NA,,NA,0,NA,2003,2,39,14,59864,68115,0,0,NA,0,0,12,3,5,14,0,0,1,11200,10,2,2,0,83.8,0,0,credit_card,individual,23400,36,14.08,whole,Cash,5461
,NA,NY,RENT,67000,Verified,22.99,NA,,NA,0,NA,1971,0,28,18,103500,42046,0,0,NA,0,0,1,4,16,18,0,0,9,66700,25,17,11,2,100,0,0,debt_consolidation,individual,16000,36,6.71,whole,Cash,5462
radiologic technologist ,10,IN,MORTGAGE,60000,Not Verified,11.7,NA,,NA,0,NA,2006,1,18,13,165873,17735,0,0,NA,0,0,1,2,8,13,0,0,3,33300,12,11,7,4,100,0,0,credit_card,individual,10000,36,5.31,whole,Cash,5463
sen network analyst,10,AZ,MORTGAGE,122000,Source Verified,18.83,NA,,NA,0,NA,1995,6,55,19,346595,72213,0,2,NA,0,0,3,12,6,19,0,0,5,53300,25,14,8,3,100,1,1,debt_consolidation,individual,30000,60,10.9,whole,Cash,5464
cleaner,2,HI,RENT,3120,Not Verified,215.38,69120,Not Verified,9.72,0,NA,2008,0,9,7,36402,22324,0,0,NA,0,0,1,4,23,7,0,0,3,30700,7,6,3,0,100,0,0,debt_consolidation,joint,18000,36,10.91,whole,Cash,5465
cash poster,3,FL,MORTGAGE,38000,Verified,16.27,NA,,NA,0,NA,2012,3,18,14,201244,15908,0,1,NA,0,0,0,12,1,14,0,0,3,30500,13,12,6,3,100,0,1,debt_consolidation,individual,17600,60,15.04,whole,Cash,5466
pharmacist,6,WI,RENT,260000,Source Verified,8.37,NA,,NA,0,NA,1988,9,22,12,134503,68541,0,4,NA,0,0,2,5,1,12,0,0,5,52800,14,10,6,2,100,4,0,debt_consolidation,individual,40000,60,11.99,whole,Cash,5467
licensed practical nurse,5,NY,RENT,135000,Not Verified,2.95,NA,,NA,0,NA,2005,1,42,13,129100,14648,0,0,NA,0,0,1,5,12,13,0,0,3,100100,27,12,3,0,100,0,0,debt_consolidation,individual,25000,36,5.32,whole,Cash,5468
,NA,CA,RENT,25200,Source Verified,2,NA,,NA,0,NA,2004,2,8,4,20500,519,0,0,NA,0,0,0,3,1,4,0,0,2,15500,7,4,2,0,100,0,0,other,individual,25000,60,14.08,whole,Cash,5469
,NA,SC,OWN,68186,Not Verified,15.61,NA,,NA,0,NA,2003,0,32,4,86767,79359,0,0,NA,0,0,1,5,13,4,0,0,1,13000,9,3,2,3,100,0,0,credit_card,individual,12000,60,17.47,whole,Cash,5470
bulk cheese cutter,10,WI,MORTGAGE,37780,Source Verified,37.99,101680,Source Verified,14.11,0,34,1986,10,47,9,171153,72643,0,0,39,0,0,6,7,6,9,0,0,1,2000,4,2,2,2,89.4,0,0,other,joint,10000,60,20.39,whole,Cash,5471
owner,9,TX,MORTGAGE,182000,Verified,17.27,NA,,NA,1,14,2007,1,28,9,144750,109809,0,0,NA,0,0,2,1,11,9,0,0,3,16000,11,7,6,6,96.4,0,0,debt_consolidation,individual,40000,36,10.91,whole,Cash,5472
dockworker,3,PA,OWN,70000,Not Verified,7.75,NA,,NA,0,NA,1992,0,11,10,68800,19857,0,0,NA,0,0,0,3,15,10,0,0,3,61100,11,10,4,0,100,0,0,debt_consolidation,individual,10000,60,9.44,whole,Cash,5473
support supervisor,7,AR,MORTGAGE,20000,Verified,49.94,76200,Verified,26.35,0,NA,2013,4,11,8,277911,42088,0,0,NA,0,0,1,7,1,8,0,0,2,15000,6,6,5,3,100,0,0,debt_consolidation,joint,24000,60,12.61,whole,Cash,5474
customer service rep,2,FL,RENT,40000,Source Verified,16.17,87000,Source Verified,24.73,1,23,2014,0,6,5,26820,15599,0,0,NA,0,0,2,3,NA,5,0,0,1,3500,3,3,2,0,100,0,0,debt_consolidation,joint,15000,60,19.42,whole,Cash,5475
rn,2,FL,MORTGAGE,82000,Source Verified,21.63,NA,,NA,0,NA,1995,0,36,23,407123,59466,0,0,NA,0,0,3,5,14,23,0,0,6,92500,22,19,8,3,100,0,0,home_improvement,individual,17000,60,9.93,whole,Cash,5476
cardiovascular technician,10,AZ,OWN,54000,Not Verified,12.98,NA,,NA,0,NA,2011,0,8,5,36739,27830,0,1,NA,0,0,1,5,14,5,0,0,1,3500,4,4,3,0,100,0,1,debt_consolidation,individual,4800,36,10.91,whole,Cash,5477
realtor,10,PA,MORTGAGE,163000,Not Verified,6.46,NA,,NA,0,31,1998,2,23,14,132266,34799,0,0,NA,0,369,1,3,10,14,0,0,2,97000,17,12,4,3,100,0,0,home_improvement,individual,28000,36,7.35,whole,Cash,5478
security officer,3,TX,OWN,27500,Verified,24.79,NA,,NA,0,73,2005,1,17,6,33056,23188,0,0,73,0,0,1,2,6,6,0,0,1,3000,9,5,5,0,100,0,0,debt_consolidation,individual,6500,36,7.97,whole,Cash,5479
operations manager ,10,SC,OWN,132500,Verified,8.45,NA,,NA,0,NA,1989,2,38,28,230200,38545,0,0,NA,0,0,0,9,6,28,0,0,4,105500,36,27,9,0,100,0,0,small_business,individual,40000,60,9.44,whole,Cash,5480
research coordinator,0,CA,MORTGAGE,35000,Source Verified,11.83,NA,,NA,0,NA,2006,0,7,6,220250,12340,0,0,NA,0,0,0,5,13,6,0,0,4,14800,6,5,4,1,100,0,0,debt_consolidation,individual,8000,36,10.91,whole,DirectPay,5481
supervisor,10,NY,RENT,155000,Not Verified,6.73,NA,,NA,1,19,2006,7,36,27,112817,32791,1,0,25,0,170,3,10,0,27,0,0,5,22700,30,24,12,0,94.1,0,0,debt_consolidation,individual,9000,36,9.43,whole,Cash,5482
registered nurse,1,KS,MORTGAGE,101000,Not Verified,27.74,NA,,NA,0,NA,2006,1,43,24,270351,62316,0,0,NA,0,0,12,4,12,24,0,0,1,41700,12,11,2,5,100,0,0,debt_consolidation,individual,16600,36,6.07,whole,Cash,5483
rn,10,PA,RENT,60000,Source Verified,21.66,NA,,NA,0,79,1994,1,39,24,117584,64243,0,1,NA,0,614,9,4,2,24,0,0,6,29700,29,15,10,0,97,0,1,debt_consolidation,individual,20000,60,14.08,whole,Cash,5484
systems integration manager,10,MA,MORTGAGE,150000,Not Verified,19.48,NA,,NA,0,NA,1997,0,33,22,375898,75282,0,0,NA,0,0,1,0,NA,22,0,0,8,53900,21,18,15,5,100,0,0,debt_consolidation,individual,33900,60,9.92,fractional,Cash,5485
director of it,1,GA,MORTGAGE,140000,Source Verified,3.44,NA,,NA,0,NA,2007,1,13,11,271943,10979,0,0,NA,0,0,0,11,1,11,0,0,4,22100,12,10,8,1,100,0,0,debt_consolidation,individual,11000,60,15.04,whole,Cash,5486
admin/reception,0,MA,RENT,50000,Verified,28.44,95000,Not Verified,21.42,0,64,2003,0,30,15,119814,91989,0,0,64,0,742,14,1,NA,15,0,0,0,1500,3,1,0,0,50,0,0,other,joint,15000,36,7.35,whole,Cash,5487
senior system engineer,10,IL,MORTGAGE,100000,Verified,9.67,200000,Not Verified,5.5,0,NA,2005,6,8,5,189297,46880,0,0,NA,0,478,1,4,1,5,0,0,3,3000,3,3,3,2,100,0,0,debt_consolidation,joint,13175,36,21.45,fractional,Cash,5488
it specialist,6,NJ,MORTGAGE,75000,Not Verified,25.18,NA,,NA,0,78,1980,1,20,10,89364,68418,0,1,78,0,0,2,4,12,10,0,0,5,17900,14,8,6,0,95,0,1,debt_consolidation,individual,21000,60,10.42,whole,Cash,5489
program anaylst,2,CA,MORTGAGE,50000,Source Verified,13.73,NA,,NA,0,30,2005,10,22,10,45760,26756,0,0,30,0,0,3,7,0,10,0,0,5,19200,8,7,6,2,84.2,0,0,credit_card,individual,10000,60,19.03,whole,Cash,5490
labor relations analyst,10,CA,MORTGAGE,72612,Verified,12.38,NA,,NA,1,23,2003,2,23,13,301765,20836,0,0,76,0,412,1,10,2,13,0,0,3,10600,19,11,8,1,82.6,0,0,debt_consolidation,individual,9600,36,12.62,fractional,Cash,5491
manager,2,CA,RENT,108254.9,Verified,8.71,NA,,NA,0,NA,2010,1,30,23,131422,6698,0,0,NA,0,0,1,13,0,23,0,0,4,76400,28,22,5,0,100,0,0,major_purchase,individual,21000,36,10.9,whole,Cash,5492
paralegal,7,MA,RENT,89000,Source Verified,17.46,184000,Source Verified,13.54,0,NA,2007,1,15,11,109882,54577,0,0,NA,0,0,6,2,3,11,0,0,2,41400,5,5,2,0,100,0,0,debt_consolidation,joint,30000,36,6.08,whole,Cash,5493
patient account coordinator,10,NJ,RENT,65000,Source Verified,24.19,NA,,NA,1,19,2002,2,29,19,59063,24764,0,1,NA,0,0,2,9,1,19,0,0,6,20500,23,17,11,1,96,0,1,debt_consolidation,individual,12000,36,17.47,fractional,Cash,5494
student services senior professional,2,CO,RENT,65000,Source Verified,33.81,NA,,NA,0,NA,1999,0,43,14,91631,42936,0,0,NA,0,0,3,2,NA,14,0,0,7,37300,17,11,8,0,100,0,0,debt_consolidation,individual,30000,36,13.58,whole,Cash,5495
agent,10,KS,MORTGAGE,120000,Verified,17.03,NA,,NA,0,NA,1981,0,17,8,189965,69542,0,0,NA,0,0,2,3,21,8,0,0,2,54500,6,5,3,1,100,0,0,debt_consolidation,individual,25000,60,9.44,whole,Cash,5496
cleaning business,10,MI,MORTGAGE,20000,Not Verified,25.01,NA,,NA,0,NA,1999,0,15,8,85253,9753,0,2,NA,0,0,1,4,15,8,0,0,1,11000,7,6,3,2,100,2,0,home_improvement,individual,3600,36,11.99,whole,Cash,5497
maintenance ,10,NY,RENT,35000,Not Verified,13.07,NA,,NA,1,15,2006,0,19,11,31400,12548,0,0,NA,0,0,1,4,NA,11,0,0,3,14200,18,10,7,0,94.7,0,0,debt_consolidation,individual,15000,60,19.03,whole,Cash,5498
manager is - tier 1 nursing and pharmacy,3,TN,MORTGAGE,103000,Verified,26.79,NA,,NA,0,30,1979,2,30,16,389361,44020,0,0,NA,0,0,2,6,11,16,0,0,5,68600,19,13,6,4,96.6,0,0,debt_consolidation,individual,30000,36,6.08,whole,Cash,5499
service manager,2,VA,MORTGAGE,80000,Not Verified,10.85,NA,,NA,0,32,2012,4,9,9,31960,13169,0,1,NA,0,0,2,1,0,9,0,0,3,4800,7,7,6,0,66.7,0,1,debt_consolidation,individual,7000,36,13.58,whole,Cash,5500
database administrator,1,IL,RENT,111275,Not Verified,28.86,NA,,NA,0,NA,2008,12,24,10,307262,121734,0,0,NA,0,0,2,3,1,10,0,0,5,199500,14,8,5,0,100,0,0,debt_consolidation,individual,24000,60,15.05,whole,Cash,5501
machanic,10,VA,MORTGAGE,98000,Verified,7.58,146000,Source Verified,12.1,0,42,2006,6,19,11,37100,17788,0,0,NA,0,0,1,9,4,11,0,0,7,24100,14,10,7,0,84.2,0,0,major_purchase,joint,10000,36,12.62,whole,Cash,5502
zone manager,3,IL,MORTGAGE,120000,Source Verified,9.88,NA,,NA,0,38,2005,1,29,14,84600,74643,0,0,NA,0,392,8,4,3,14,0,0,2,29400,11,6,4,0,96.6,0,0,debt_consolidation,individual,28000,36,7.97,fractional,DirectPay,5503
recruiting manager,0,VA,MORTGAGE,84800,Not Verified,30.06,NA,,NA,0,NA,1994,3,67,33,314612,89585,0,0,NA,0,0,5,11,9,33,0,0,12,192500,48,28,16,3,100,0,0,credit_card,individual,10000,36,6.07,whole,Cash,5504
manager,10,NJ,MORTGAGE,90000,Not Verified,35.55,NA,,NA,0,NA,1997,1,43,24,189782,101476,0,0,NA,0,0,12,3,4,24,0,0,6,68400,14,12,11,3,100,0,0,debt_consolidation,individual,25600,60,9.93,whole,Cash,5505
,NA,IN,OWN,60000,Source Verified,14.6,NA,,NA,0,28,2001,3,22,12,44624,22168,0,1,NA,0,0,1,2,4,12,0,0,4,11300,18,11,6,0,95.5,0,1,credit_card,individual,15000,36,11.99,whole,Cash,5506
cpa,10,NC,MORTGAGE,72000,Verified,27.85,NA,,NA,0,NA,2003,0,34,16,260087,80223,0,0,NA,0,0,4,2,16,16,0,0,5,42900,20,11,6,2,100,0,0,debt_consolidation,individual,32000,36,7.35,fractional,Cash,5507
,NA,NY,MORTGAGE,84000,Not Verified,20.7,NA,,NA,0,60,2003,1,18,13,260297,51091,0,0,NA,0,0,6,4,5,13,0,0,4,20600,7,6,5,1,94.4,0,0,credit_card,individual,16000,60,19.03,whole,Cash,5508
captain,5,NY,RENT,86000,Not Verified,19.54,NA,,NA,0,NA,2003,0,18,13,70486,43560,0,0,NA,0,0,4,2,22,13,0,0,5,20700,13,9,8,0,100,0,0,credit_card,individual,30000,60,19.03,whole,Cash,5509
,NA,VT,RENT,30000,Verified,15.92,70000,Verified,28.43,0,27,2003,1,12,5,8200,0,0,0,27,0,0,0,1,5,5,0,0,0,2500,10,5,0,1,91.7,0,0,other,joint,2000,36,17.09,fractional,Cash,5510
cio,10,GA,MORTGAGE,215000,Not Verified,21.49,295000,Not Verified,18.82,0,NA,1992,0,51,27,777554,122743,0,0,NA,0,0,3,5,18,27,0,0,9,166100,33,23,10,5,100,0,0,home_improvement,joint,25000,36,6.08,whole,Cash,5511
director of nursing,10,TX,MORTGAGE,99000,Verified,56.82,389964,Source Verified,20.56,0,46,2001,1,40,16,672257,157218,0,0,NA,0,0,7,4,7,16,0,0,6,40400,15,8,6,4,97.4,0,0,home_improvement,joint,40000,60,10.42,whole,Cash,5512
,NA,OK,OWN,12000,Verified,10.3,NA,,NA,1,10,1985,1,4,3,37000,3376,0,0,10,0,0,0,1,3,3,0,0,1,3500,3,2,2,1,75,0,0,debt_consolidation,individual,4975,36,16.01,whole,DirectPay,5513
farmhand,9,WI,RENT,55000,Not Verified,35.36,NA,,NA,0,NA,2007,2,31,16,97685,40700,0,1,NA,0,0,3,5,2,16,0,0,5,36700,14,12,8,2,100,0,1,credit_card,individual,15000,36,5.31,whole,DirectPay,5514
district sales manager,2,NY,MORTGAGE,90000,Not Verified,20.23,NA,,NA,0,NA,1999,1,22,17,108057,42441,0,0,NA,0,0,3,6,2,17,0,0,8,37400,17,13,11,2,100,0,0,credit_card,individual,24000,36,9.93,whole,Cash,5515
high way tech 1,6,KY,OWN,40000,Verified,26.79,NA,,NA,0,61,2006,4,25,9,217283,35777,0,0,62,0,77,2,8,3,9,0,0,3,23300,11,6,5,1,84,0,0,credit_card,individual,5000,36,22.91,fractional,Cash,5516
district operations manager ,10,CA,MORTGAGE,105000,Verified,23.47,NA,,NA,0,26,2006,2,19,9,571449,61249,0,0,NA,0,0,2,3,8,9,0,0,3,16700,7,6,5,2,100,0,0,major_purchase,individual,28000,36,7.97,whole,Cash,5517
stylist,6,CT,RENT,18000,Verified,58.53,80000,Verified,20.07,2,9,2003,0,13,5,53608,38609,0,0,NA,0,0,2,1,20,5,0,0,2,11300,9,3,2,0,84.6,0,0,debt_consolidation,joint,20000,36,17.09,whole,Cash,5518
maint tech ,9,AZ,MORTGAGE,77500,Source Verified,25.05,NA,,NA,0,NA,1999,0,40,14,252368,56927,0,0,NA,0,0,4,7,NA,14,0,0,4,3800,22,9,9,5,100,0,0,debt_consolidation,individual,35000,36,16.01,whole,Cash,5519
project manager,3,TX,MORTGAGE,86000,Source Verified,16.91,NA,,NA,0,NA,2004,1,15,10,341600,41962,0,1,NA,0,0,1,1,9,10,0,0,6,50700,12,8,7,1,100,0,1,credit_card,individual,33500,36,7.35,whole,Cash,5520
deputy probation officer iii,10,CA,MORTGAGE,67000,Not Verified,23.13,NA,,NA,0,NA,1997,4,20,12,266912,48798,0,0,NA,0,241,3,5,1,12,0,0,5,58700,11,7,5,2,100,0,0,debt_consolidation,individual,10800,36,10.42,whole,Cash,5521
owner,10,WA,MORTGAGE,106000,Source Verified,11.32,106000,Source Verified,11.32,0,NA,1982,2,25,10,289646,41763,0,0,NA,0,0,2,8,2,10,0,0,4,37000,17,7,5,5,100,0,0,debt_consolidation,joint,30000,36,11.99,fractional,Cash,5522
undergound lineman,10,NY,MORTGAGE,140000,Source Verified,17.18,NA,,NA,0,35,2005,3,18,10,277874,72561,0,0,NA,0,0,4,7,9,10,NA,0,3,22100,7,5,3,3,89,0,0,debt_consolidation,individual,24775,60,20,whole,Cash,5523
hr knowledgebase analyst,10,WI,MORTGAGE,78000,Not Verified,21.43,NA,,NA,0,27,1995,3,50,17,180691,133542,0,0,50,0,2528,3,12,2,17,0,0,2,28800,24,14,5,2,81.6,0,0,debt_consolidation,individual,16000,60,16.02,whole,Cash,5524
chief scientist,1,OK,MORTGAGE,120000,Not Verified,10.72,NA,,NA,0,NA,2005,4,24,11,96800,52268,0,0,NA,0,0,1,7,3,11,0,0,1,42900,14,9,1,1,100,0,0,house,individual,40000,60,15.04,whole,Cash,5525
customer service representative,3,OH,RENT,27976,Verified,18.19,NA,,NA,0,50,2010,1,18,15,38934,31392,0,0,50,0,1106,9,3,8,15,0,0,2,8200,7,6,3,0,94.4,0,0,debt_consolidation,individual,10000,36,15.04,fractional,Cash,5526
field support revenue accountant,0,CA,RENT,55000,Source Verified,32.41,NA,,NA,0,28,2007,0,27,15,188528,198095,0,0,NA,0,0,8,2,NA,15,0,0,2,16300,11,7,7,0,96.3,0,0,credit_card,individual,12000,36,10.41,whole,Cash,5527
distribution manager,6,MO,MORTGAGE,46128,Source Verified,34,121728,Not Verified,17.05,0,NA,2007,6,8,6,346581,62910,0,0,NA,0,0,2,5,1,6,0,0,3,6400,3,3,3,1,100,0,0,debt_consolidation,joint,24000,60,26.77,fractional,Cash,5528
process engineer,1,NY,RENT,75000,Not Verified,10,NA,,NA,0,NA,2005,3,17,8,47764,28879,0,0,NA,0,0,2,7,0,8,0,0,2,12300,6,6,4,0,100,0,0,debt_consolidation,individual,9600,36,13.58,whole,Cash,5529
family nurse practitioner ,10,WA,OWN,155000,Not Verified,8.9,NA,,NA,0,NA,2002,1,31,19,434204,150898,0,0,NA,0,0,12,2,10,19,0,0,1,19800,7,6,1,4,100,0,0,debt_consolidation,individual,30000,36,6.71,whole,Cash,5530
